CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JD365837,09/13/2020 11:53:00 AM,007XX N SPAULDING AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,Y,N,1121,27,18,1154241,1904782,41.894548755,-87.708967018,"(41.894548755, -87.708967018)"
JD370226,09/13/2020 08:30:00 PM,004XX W DEMING PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1935,43,07,1172522,1917467,41.928972357,-87.641450731,"(41.928972357, -87.641450731)"
JD366430,09/13/2020 09:30:00 PM,086XX S MARSHFIELD AVE,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,STREET,N,N,614,21,04B,1166848,1847373,41.736751128,-87.66430681,"(41.736751128, -87.66430681)"
JD366221,09/13/2020 02:00:00 PM,017XX E 69TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,332,5,14,1188785,1859571,41.76972749,-87.583547963,"(41.76972749, -87.583547963)"
JD366390,09/13/2020 10:50:00 PM,131XX S HOUSTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,433,10,14,1198758,1818346,41.656358094,-87.54836974,"(41.656358094, -87.54836974)"
JD366253,09/13/2020 07:29:00 PM,008XX W GRACE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1923,46,08B,1170038,1925543,41.951187878,-87.65034213,"(41.951187878, -87.65034213)"
JD366026,09/13/2020 01:00:00 PM,020XX W SCHILLER ST,0810,THEFT,OVER $500,STREET,N,N,1424,1,06,1162614,1909429,41.90712916,-87.678085051,"(41.90712916, -87.678085051)"
JD457491,12/12/2020 07:31:00 PM,002XX N LA SALLE ST,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT / GARAGE (NON RESIDENTIAL),Y,N,122,42,26,1175098,1901792,41.885901992,-87.632455489,"(41.885901992, -87.632455489)"
JE160866,03/06/2021 12:30:00 PM,048XX W HARRISON ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),CTA BUS STOP,Y,N,1533,29,18,1144316,1896902,41.873117502,-87.745617216,"(41.873117502, -87.745617216)"
JD370021,08/03/2020 03:05:00 PM,001XX N WESTERN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,SAVINGS AND LOAN,N,N,1223,27,11,1160382,1901043,41.884163773,-87.686516386,"(41.884163773, -87.686516386)"
JD365775,09/13/2020 12:01:00 AM,024XX W COYLE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2411,50,14,1158787,1946061,42.007728789,-87.691134837,"(42.007728789, -87.691134837)"
JD367155,09/01/2020 07:00:00 PM,077XX S THROOP ST,0810,THEFT,OVER $500,RESIDENCE,N,N,612,17,06,1169228,1853370,41.753156623,-87.655414144,"(41.753156623, -87.655414144)"
JD370126,08/21/2020 06:00:00 PM,029XX N NAGLE AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,2511,36,08A,1132904,1918925,41.933758249,-87.78700192,"(41.933758249, -87.78700192)"
JD366214,09/13/2020 06:17:00 PM,119XX S LAFAYETTE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,Y,Y,522,9,01A,1178062,1825802,41.677310769,-87.623873529,"(41.677310769, -87.623873529)"
JD365659,09/13/2020 07:20:00 AM,070XX W ARCHER AVE,1020,ARSON,BY FIRE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,811,23,09,1130171,1867254,41.792012424,-87.798229342,"(41.792012424, -87.798229342)"
JD365702,09/13/2020 12:55:00 AM,070XX S MERRILL AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,SIDEWALK,N,N,331,5,15,1191766,1858541,41.766829259,-87.572654511,"(41.766829259, -87.572654511)"
JD366782,09/13/2020 08:00:00 PM,064XX N RIDGE BLVD,0460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,N,N,2412,50,08B,1162579,1942878,41.998915651,-87.67727301,"(41.998915651, -87.67727301)"
JD366263,09/13/2020 05:00:00 PM,024XX S HAMLIN AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1013,22,06,1151425,1887573,41.847381092,-87.719761212,"(41.847381092, -87.719761212)"
JD394700,10/09/2020 12:00:00 PM,124XX S EMERALD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,523,34,11,1173583,1822310,41.667828182,-87.64037078,"(41.667828182, -87.64037078)"
JD368132,09/13/2020 07:00:00 PM,001XX E 32ND ST,0820,THEFT,$500 AND UNDER,STREET,N,N,211,3,06,1177941,1883801,41.836469359,-87.622562461,"(41.836469359, -87.622562461)"
JD365765,09/13/2020 10:20:00 AM,036XX N CLARK ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1923,44,07,1168080,1924551,41.948508381,-87.657568367,"(41.948508381, -87.657568367)"
JD366199,09/13/2020 05:36:00 PM,064XX N SHERIDAN RD,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,2432,49,08A,1167108,1942847,41.998734156,-87.660613118,"(41.998734156, -87.660613118)"
JD366369,09/13/2020 09:50:00 PM,056XX S ELIZABETH ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,713,16,15,1168951,1867402,41.791668176,-87.656024275,"(41.791668176, -87.656024275)"
JD365930,09/13/2020 12:30:00 PM,0000X E 127TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,532,9,14,1178810,1820762,41.663463299,-87.621288066,"(41.663463299, -87.621288066)"
JD365441,09/13/2020 12:10:00 AM,031XX W 65TH ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,823,17,15,1156716,1861363,41.775352038,-87.701050822,"(41.775352038, -87.701050822)"
JD316907,07/31/2020 10:57:00 PM,041XX W TAYLOR ST,0334,ROBBERY,ATTEMPT ARMED - KNIFE / CUTTING INSTRUMENT,STREET,N,N,1132,24,03,1148933,1895452,41.869050533,-87.728703323,"(41.869050533, -87.728703323)"
JD394236,10/09/2020 07:10:00 PM,013XX W 98TH ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,N,N,2213,21,04B,1169097,1839795,41.715907707,-87.656285546,"(41.715907707, -87.656285546)"
JD366383,09/13/2020 10:20:00 PM,005XX N UNION AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1214,27,06,1171436,1903879,41.891710139,-87.645841619,"(41.891710139, -87.645841619)"
JD365744,09/13/2020 09:30:00 AM,057XX S NEW ENGLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - YARD (FRONT / BACK),N,N,811,13,14,1131375,1865684,41.787683401,-87.79385049,"(41.787683401, -87.79385049)"
JD365623,09/13/2020 06:10:00 AM,077XX S MARYLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,624,8,14,1183245,1853822,41.754082395,-87.604033575,"(41.754082395, -87.604033575)"
JD366418,09/13/2020 11:35:00 PM,007XX E 82ND ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,631,6,14,1182535,1850787,41.745770517,-87.606729388,"(41.745770517, -87.606729388)"
JD365529,09/13/2020 02:15:00 AM,073XX S UNION AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,732,6,15,1172902,1856264,41.76101789,-87.641865128,"(41.76101789, -87.641865128)"
JD365746,09/13/2020 02:00:00 AM,048XX W CHICAGO AVE,0330,ROBBERY,AGGRAVATED,SIDEWALK,N,N,1531,37,03,1144043,1904874,41.89499875,-87.746419366,"(41.89499875, -87.746419366)"
JD370530,08/31/2020 01:56:00 PM,065XX S CARPENTER ST,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,N,N,724,6,06,1170440,1861371,41.775086086,-87.650739957,"(41.775086086, -87.650739957)"
JD370325,09/02/2020 12:00:00 AM,016XX S ST LOUIS AVE,1120,DECEPTIVE PRACTICE,FORGERY,CURRENCY EXCHANGE,N,N,1021,24,10,1153305,1891607,41.858413796,-87.712754557,"(41.858413796, -87.712754557)"
JD456930,12/12/2020 09:52:00 AM,059XX S WOLCOTT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,714,15,08B,1164704,1865323,41.786053899,-87.671655922,"(41.786053899, -87.671655922)"
JD366768,09/13/2020 11:00:00 PM,012XX N LA SALLE DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1821,2,07,1174910,1908561,41.904480699,-87.632942943,"(41.904480699, -87.632942943)"
JD365689,09/13/2020 09:00:00 AM,031XX S HALSTED ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,POLICE FACILITY / VEHICLE PARKING LOT,N,N,913,11,20,1171479,1884120,41.837489008,-87.646264459,"(41.837489008, -87.646264459)"
JD366449,09/13/2020 10:20:00 PM,071XX S CENTRAL PARK AVE,0460,BATTERY,SIMPLE,RESIDENCE,N,N,833,13,08B,1153544,1856980,41.763387803,-87.712795043,"(41.763387803, -87.712795043)"
JE223878,05/08/2021 04:49:00 PM,037XX N OLEANDER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,1631,38,08B,1125081,1923878,41.947483095,-87.815641826,"(41.947483095, -87.815641826)"
JD365753,09/13/2020 12:00:00 AM,015XX W 100TH PL,0820,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,N,N,2213,19,06,1167718,1838109,41.711310705,-87.661384328,"(41.711310705, -87.661384328)"
JD366075,09/13/2020 11:30:00 AM,003XX W 23RD PL,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,N,N,914,25,04A,1174469,1888712,41.850023665,-87.635155943,"(41.850023665, -87.635155943)"
JD397071,10/09/2020 12:00:00 AM,078XX S SOUTH SHORE DR,0560,ASSAULT,SIMPLE,OTHER (SPECIFY),N,N,421,7,08A,1197744,1854151,41.754635641,-87.55088962,"(41.754635641, -87.55088962)"
JD365655,09/13/2020 08:00:00 AM,0000X N HAMLIN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1122,28,08B,1151064,1899854,41.881088655,-87.720764494,"(41.881088655, -87.720764494)"
JD354420,09/02/2020 08:30:00 PM,025XX S TROY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,Y,N,1033,12,07,1155765,1887063,41.845895399,-87.703847013,"(41.845895399, -87.703847013)"
JD365965,09/13/2020 01:00:00 PM,036XX W ARMITAGE AVE,0325,ROBBERY,VEHICULAR HIJACKING,STREET,N,N,2525,26,03,1151636,1913041,41.917263857,-87.718317006,"(41.917263857, -87.718317006)"
JD365869,09/13/2020 12:40:00 PM,035XX N BROADWAY,0560,ASSAULT,SIMPLE,GROCERY FOOD STORE,N,N,1925,46,08A,1171076,1923738,41.946212132,-87.646579678,"(41.946212132, -87.646579678)"
JD368317,09/13/2020 03:00:00 PM,032XX W 62ND PL,0560,ASSAULT,SIMPLE,RESIDENCE,N,Y,823,23,08A,1155916,1863008,41.779882266,-87.703939417,"(41.779882266, -87.703939417)"
JD365997,09/13/2020 02:40:00 PM,010XX W LAKE ST,0560,ASSAULT,SIMPLE,GROCERY FOOD STORE,N,N,1224,27,08A,1169550,1901627,41.885571756,-87.652833584,"(41.885571756, -87.652833584)"
JD366011,09/13/2020 02:00:00 PM,052XX W WARWICK AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,N,N,1634,45,06,1140794,1924432,41.948728367,-87.757870201,"(41.948728367, -87.757870201)"
JD366524,09/13/2020 10:50:00 PM,051XX W BELMONT AVE,0330,ROBBERY,AGGRAVATED,OTHER (SPECIFY),N,N,1634,31,03,1141469,1920788,41.93871642,-87.75547929,"(41.93871642, -87.75547929)"
JD366254,09/13/2020 07:35:00 PM,051XX S ROCKWELL ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,Y,N,923,14,18,1159905,1870593,41.800615481,-87.689106709,"(41.800615481, -87.689106709)"
JD366297,09/13/2020 07:07:00 PM,020XX E 76TH ST,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,Y,N,414,8,03,1190952,1854975,41.757063578,-87.575753203,"(41.757063578, -87.575753203)"
JD365459,09/13/2020 12:19:00 AM,048XX W IRVING PARK RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,N,Y,1634,45,08B,1143312,1926152,41.953401434,-87.748571238,"(41.953401434, -87.748571238)"
JD365937,09/13/2020 01:25:00 PM,012XX S WABASH AVE,0560,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,131,3,08A,1176963,1894850,41.866810739,-87.625817031,"(41.866810739, -87.625817031)"
JE223169,05/08/2021 12:20:00 AM,021XX W 68TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,726,16,14,1163382,1859213,41.769315054,-87.676674106,"(41.769315054, -87.676674106)"
JD371038,08/18/2020 12:00:00 AM,008XX S PULASKI RD,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE - YARD (FRONT / BACK),N,N,1132,24,26,1149843,1896127,41.870885174,-87.725344907,"(41.870885174, -87.725344907)"
JE223546,05/08/2021 12:00:00 PM,074XX N OCONTO AVE,0460,BATTERY,SIMPLE,RESIDENCE,N,N,1611,41,08B,1127060,1948847,42.015967536,-87.807804243,"(42.015967536, -87.807804243)"
JD366371,09/13/2020 10:00:00 PM,027XX N RIDGEWAY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,N,N,2524,35,14,1150917,1917949,41.930745958,-87.720829837,"(41.930745958, -87.720829837)"
JD366399,09/13/2020 08:30:00 PM,033XX W 66TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,831,23,08B,1155261,1860662,41.773457619,-87.706403463,"(41.773457619, -87.706403463)"
JD365616,09/13/2020 05:23:00 AM,014XX E 67TH PL,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,Y,332,5,08A,1186962,1860524,41.77238602,-87.590199997,"(41.77238602, -87.590199997)"
JD365477,09/13/2020 12:37:00 AM,071XX S EGGLESTON AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,732,6,15,1174530,1857543,41.764491552,-87.635860417,"(41.764491552, -87.635860417)"
JD362284,09/10/2020 02:25:00 AM,027XX N AUSTIN AVE,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",ALLEY,Y,N,2512,30,08B,1135925,1917626,41.930140285,-87.775930716,"(41.930140285, -87.775930716)"
JD457420,12/12/2020 05:30:00 PM,040XX N CUMBERLAND AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,Y,N,1614,38,04A,1119349,1925676,41.952510109,-87.836673446,"(41.952510109, -87.836673446)"
JD365733,09/13/2020 09:40:00 AM,068XX S NORMAL BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,722,6,06,1174125,1859718,41.770469009,-87.637280329,"(41.770469009, -87.637280329)"
JD368703,09/13/2020 06:00:00 PM,101XX S WENTWORTH AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,511,9,05,1176733,1837642,41.709831397,-87.628383368,"(41.709831397, -87.628383368)"
JD365440,09/13/2020 12:05:00 AM,007XX N CENTRAL AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,ALLEY,N,N,1524,37,04B,1138893,1904338,41.893623014,-87.765347251,"(41.893623014, -87.765347251)"
JD366366,09/13/2020 09:21:00 PM,010XX E 132ND ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,CHA PARKING LOT / GROUNDS,Y,N,533,9,15,1185666,1818023,41.655788916,-87.596284344,"(41.655788916, -87.596284344)"
JD365850,09/13/2020 11:39:00 AM,077XX S ESSEX AVE,0560,ASSAULT,SIMPLE,RESIDENCE,Y,N,421,7,08A,1194203,1854182,41.754808347,-87.563865036,"(41.754808347, -87.563865036)"
JD366053,09/13/2020 04:00:00 PM,095XX S AVENUE M,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,SCHOOL - PUBLIC BUILDING,N,Y,432,10,07,1201448,1842412,41.722329779,-87.537713628,"(41.722329779, -87.537713628)"
JD366722,09/13/2020 03:00:00 PM,125XX S EDBROOKE AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE - YARD (FRONT / BACK),N,N,532,9,04B,1179496,1821425,41.665267094,-87.618757534,"(41.665267094, -87.618757534)"
JD370664,09/08/2020 01:00:00 PM,042XX W 76TH ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,PARK PROPERTY,N,N,833,18,26,1149456,1853897,41.755007477,-87.727858108,"(41.755007477, -87.727858108)"
JD393627,10/09/2020 09:00:00 AM,001XX W MADISON ST,0560,ASSAULT,SIMPLE,RESTAURANT,N,N,122,42,08A,1175295,1900360,41.881968084,-87.63177506,"(41.881968084, -87.63177506)"
JD365887,09/13/2020 12:45:00 PM,050XX W WASHINGTON BLVD,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,APARTMENT,Y,Y,1532,28,20,1142758,1900033,41.881738489,-87.751259495,"(41.881738489, -87.751259495)"
JD393416,10/09/2020 02:27:00 AM,0000X W 111TH ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,HOSPITAL BUILDING / GROUNDS,Y,N,522,34,18,1177873,1831361,41.692569761,-87.624397882,"(41.692569761, -87.624397882)"
JD370301,08/25/2020 08:00:00 AM,032XX N NATCHEZ AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,N,N,1632,36,11,1132478,1920859,41.939072805,-87.788522314,"(41.939072805, -87.788522314)"
JD365603,09/13/2020 05:30:00 AM,011XX N AVERS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,1112,37,08B,1150507,1907357,41.901688561,-87.722613684,"(41.901688561, -87.722613684)"
JD366320,09/13/2020 08:35:00 PM,102XX S EGGLESTON AVE,0460,BATTERY,SIMPLE,STREET,N,N,2232,9,08B,1175321,1836697,41.707269787,-87.633582428,"(41.707269787, -87.633582428)"
JD366373,09/13/2020 10:00:00 PM,078XX S PHILLIPS AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,Y,N,421,7,26,1193886,1853559,41.75310656,-87.565047114,"(41.75310656, -87.565047114)"
JD366432,09/13/2020 11:30:00 PM,053XX N LATROBE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1623,45,14,1140485,1934914,41.977497582,-87.758747669,"(41.977497582, -87.758747669)"
JD365504,09/13/2020 01:23:00 AM,032XX W LAWRENCE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,1713,33,15,1153754,1931705,41.968437296,-87.710036792,"(41.968437296, -87.710036792)"
JD366593,09/13/2020 09:00:00 PM,068XX S CLYDE AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,ALLEY,N,N,331,5,26,1191390,1860029,41.770921563,-87.573984522,"(41.770921563, -87.573984522)"
JD367816,08/28/2020 07:00:00 AM,007XX E 40TH ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,SCHOOL - PRIVATE BUILDING,N,N,214,4,26,1181877,1878374,41.821487009,-87.608288037,"(41.821487009, -87.608288037)"
JD367231,09/13/2020 09:45:00 PM,058XX W BLOOMINGDALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2531,29,14,1137063,1911368,41.912947243,-87.771899342,"(41.912947243, -87.771899342)"
JD367433,09/13/2020 09:30:00 PM,037XX W 58TH ST,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,822,23,08A,1152381,1865886,41.787850208,-87.71682371,"(41.787850208, -87.71682371)"
JD342068,08/23/2020 05:12:00 AM,130XX S ELLIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,533,9,08B,1185304,1818851,41.658069555,-87.597583059,"(41.658069555, -87.597583059)"
JD365994,09/13/2020 12:00:00 PM,057XX S SAYRE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - YARD (FRONT / BACK),N,N,811,13,14,1130710,1865632,41.787552128,-87.796290022,"(41.787552128, -87.796290022)"
JD366041,09/13/2020 03:37:00 PM,049XX N HARDING AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,N,N,1712,39,06,1149170,1932353,41.970305727,-87.726875189,"(41.970305727, -87.726875189)"
JD365484,09/13/2020 01:13:00 AM,072XX N ROGERS AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,N,N,2424,49,15,1161332,1947990,42.012969247,-87.68171722,"(42.012969247, -87.68171722)"
JD365960,09/13/2020 04:30:00 AM,071XX S ROCKWELL ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,OTHER (SPECIFY),N,N,831,18,17,1160275,1857230,41.763937943,-87.688117521,"(41.763937943, -87.688117521)"
JD365587,09/13/2020 04:43:00 AM,016XX W ROOSEVELT RD,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,N,Y,1231,27,14,1165742,1894778,41.866859553,-87.667012497,"(41.866859553, -87.667012497)"
JD366423,09/13/2020 10:28:00 PM,036XX W WABANSIA AVE,0460,BATTERY,SIMPLE,APARTMENT,Y,Y,2535,26,08B,1151970,1911057,41.911813003,-87.717142249,"(41.911813003, -87.717142249)"
JD394183,10/09/2020 12:00:00 PM,041XX W KINZIE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1114,28,14,1148800,1902265,41.887748749,-87.729015487,"(41.887748749, -87.729015487)"
JD366323,09/13/2020 08:46:00 PM,068XX S WOOD ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,726,17,15,1165527,1859367,41.769692442,-87.668807145,"(41.769692442, -87.668807145)"
JD349069,08/29/2020 06:00:00 AM,053XX S PULASKI RD,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,Y,Y,815,23,04A,1150610,1868855,41.79603226,-87.723240074,"(41.79603226, -87.723240074)"
JD365615,09/13/2020 05:55:00 AM,003XX S PULASKI RD,0610,BURGLARY,FORCIBLE ENTRY,CONVENIENCE STORE,N,N,1132,28,05,1149775,1898304,41.876860431,-87.725537965,"(41.876860431, -87.725537965)"
JD366057,09/13/2020 04:48:00 PM,061XX S BISHOP ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,N,N,713,16,01A,1167716,1864127,41.782707791,-87.660646744,"(41.782707791, -87.660646744)"
JD456808,12/12/2020 05:17:00 AM,065XX N LAKEWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,2432,49,14,1166319,1943690,42.001064339,-87.663491335,"(42.001064339, -87.663491335)"
JE142858,02/16/2021 07:00:00 AM,011XX N LAWLER AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,1531,37,08A,1142488,1907148,41.901267916,-87.752073955,"(41.901267916, -87.752073955)"
JD365695,09/13/2020 09:00:00 AM,074XX S STEWART AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,732,6,08B,1174914,1855605,41.759164899,-87.634510669,"(41.759164899, -87.634510669)"
JD397111,10/09/2020 12:00:00 PM,084XX S LOOMIS BLVD,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,613,21,06,1168469,1848744,41.740478615,-87.658328576,"(41.740478615, -87.658328576)"
JD367672,09/13/2020 02:00:00 PM,001XX E GRAND AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESTAURANT,N,N,1834,42,11,1177545,1903943,41.891749251,-87.623404339,"(41.891749251, -87.623404339)"
JD366541,09/13/2020 08:30:00 PM,091XX S MACKINAW AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VACANT LOT / LAND,N,N,424,10,14,1200013,1845020,41.729522608,-87.542881986,"(41.729522608, -87.542881986)"
JD366126,09/13/2020 04:40:00 PM,052XX W LEXINGTON ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,1522,29,05,1141452,1896124,41.8710359,-87.756151684,"(41.8710359, -87.756151684)"
JD365772,09/13/2020 08:49:00 AM,115XX S LOOMIS ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,Y,524,34,26,1169070,1828196,41.684078774,-87.656718175,"(41.684078774, -87.656718175)"
JD366795,09/13/2020 03:00:00 PM,001XX W DIVERSEY PKWY,0820,THEFT,$500 AND UNDER,SIDEWALK,N,N,1934,44,06,1174753,1919072,41.933326841,-87.633204433,"(41.933326841, -87.633204433)"
JD365588,09/13/2020 04:41:00 AM,063XX S ELIZABETH ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,724,16,06,1169077,1862736,41.778861392,-87.655697099,"(41.778861392, -87.655697099)"
JD366809,09/13/2020 10:00:00 PM,044XX N MERRIMAC AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1622,38,14,1133884,1928929,41.9611931,-87.783164408,"(41.9611931, -87.783164408)"
JD365786,09/13/2020 10:10:00 AM,009XX N MOZART ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,Y,1211,26,06,1157212,1906212,41.898412957,-87.698016472,"(41.898412957, -87.698016472)"
JD365950,09/13/2020 02:00:00 PM,048XX N SAWYER AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,1713,33,15,1153840,1931906,41.968987135,-87.709715193,"(41.968987135, -87.709715193)"
JD366203,09/13/2020 06:38:00 PM,062XX S TALMAN AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,825,16,08B,1159780,1863174,41.780259311,-87.689768796,"(41.780259311, -87.689768796)"
JD366185,09/13/2020 06:05:00 PM,023XX S WINCHESTER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,1034,25,08B,1163673,1888638,41.85005463,-87.674780925,"(41.85005463, -87.674780925)"
JD367671,09/13/2020 02:00:00 PM,001XX E Grand Ave,0870,THEFT,POCKET-PICKING,RESTAURANT,N,N,1834,42,06,1177545,1903943,41.891749251,-87.623404339,"(41.891749251, -87.623404339)"
JD365715,09/13/2020 09:20:00 AM,033XX W VAN BUREN ST,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,SIDEWALK,Y,N,1134,28,18,1153975,1897823,41.875457866,-87.710129573,"(41.875457866, -87.710129573)"
JD366784,09/13/2020 09:00:00 PM,078XX S PHILLIPS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,421,7,08B,1193890,1853404,41.752681129,-87.565037529,"(41.752681129, -87.565037529)"
JD366170,09/13/2020 04:00:00 PM,014XX W 18TH ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1233,25,06,1167114,1891510,41.857862548,-87.662069539,"(41.857862548, -87.662069539)"
JD365922,09/13/2020 08:54:00 AM,094XX S BURNSIDE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,633,9,26,1182723,1842512,41.723058613,-87.606296659,"(41.723058613, -87.606296659)"
